Post_Date,Job_Title,Industry,Primary_Skill,Experience_Level,Min_Salary,Max_Salary,Region,Remote_Allowed,Applicant_Count,Job_Type,Company_Size,Urgency_Level,Education_Required,Attrition_Risk,Economic_Indicator_Score,Hiring_Budget_Status,Demand_Index
2024-01-02 00:00:00,Cloud Architect,Retail,Java,Lead,66446,189211,Colombo,0,130,Full-time,SME,Medium,PhD,0.3920027964669746,4.8578305670084365,Over,1.956475935345995
2024-01-02 01:00:00,HR Analyst,IT & Outsourcing,Python,Senior,90597,180122,Colombo,1,51,Contract,MNC,Low,Masters,0.5255127661272798,8.41782620406029,Over,0.5629325474353456
2024-01-02 02:00:00,QC Officer,IT & Outsourcing,Python,Mid,60751,135006,Colombo,1,210,Full-time,MNC,Low,Bachelors,0.8633044824460602,7.896005362036415,Under,3.456733222498395
2024-01-02 03:00:00,Data Scientist,Retail,Python,Senior,96218,151198,Colombo,1,111,Intern,SME,High,Masters,0.8218768451420693,4.3749293045193065,On-Track,1.1536302978652642
2024-01-02 05:00:00,Full Stack Developer,Healthcare,Power BI,Entry,63516,126459,Colombo,1,127,Contract,SME,Medium,Bachelors,0.425865271878074,8.520356472469572,On-Track,1.9994961899363937
2024-01-02 06:00:00,Full Stack Developer,Healthcare,Java,Lead,73299,142443,Colombo,1,138,Contract,MNC,Low,PhD,0.5514713785457388,1.1637963293594744,Over,1.8826996275529
2024-01-02 07:00:00,ML Engineer,Retail,Power BI,Entry,81957,152316,Colombo,0,111,Contract,MNC,Medium,PhD,0.7343299793733181,8.21960289572025,Under,1.3543687543467915
2024-01-02 08:00:00,QC Officer,IT & Outsourcing,SQL,Entry,78927,174486,Colombo,0,54,Full-time,MNC,Low,Masters,0.3184095964320254,9.52206422807838,Over,0.6841765175415256
2024-01-02 10:00:00,Cloud Architect,Retail,Machine Learning,Senior,86412,149553,Colombo,0,272,Full-time,MNC,Medium,PhD,0.7623474598814854,1.4102288837036432,Over,3.1477109660695275
2024-01-02 12:00:00,Cloud Architect,Finance,Project Management,Entry,76711,114686,Colombo,1,58,Intern,Startup,Low,Bachelors,0.4835845049528006,1.7899260739090708,On-Track,0.7560845250355229
2024-01-02 14:00:00,QC Officer,Healthcare,SQL,Lead,81707,189943,Colombo,1,239,Contract,Startup,High,Bachelors,0.8909404345166353,7.558396165808007,Over,2.925085977945586
2024-01-02 16:00:00,Data Scientist,Finance,Machine Learning,Lead,57296,141422,Colombo,1,168,Full-time,Startup,Medium,PhD,0.728494203214915,2.767887181654663,Over,2.932141859815694
2024-01-02 17:00:00,Full Stack Developer,Manufacturing,Machine Learning,Lead,75398,122205,Colombo,0,263,Full-time,Startup,Low,Masters,0.6812838115021301,6.893301700273219,Under,3.488156184514178
2024-01-02 18:00:00,HR Analyst,IT & Outsourcing,Power BI,Entry,85842,196590,Colombo,1,220,Intern,SME,Low,PhD,0.6611924924234905,7.1636903126102425,On-Track,2.5628480231122297
2024-01-02 19:00:00,Full Stack Developer,Finance,Project Management,Senior,63261,133527,Colombo,0,187,Full-time,SME,Low,PhD,0.6730952440912349,9.392013601165132,Under,2.956007650843332
2024-01-02 21:00:00,Data Scientist,Manufacturing,AWS,Lead,80449,126524,Colombo,1,149,Full-time,SME,Low,PhD,0.4793281396145002,7.23102548418751,On-Track,1.8521050603487923
2024-01-02 22:00:00,ML Engineer,IT & Outsourcing,SQL,Senior,91080,138202,Colombo,1,94,Intern,MNC,High,Bachelors,0.4742901898886259,9.202844969678328,Over,1.0320597277119017
2024-01-03 00:00:00,Data Scientist,Healthcare,Python,Senior,81781,156142,Colombo,0,261,Full-time,MNC,High,Masters,0.2928522642658587,4.256197118767508,Under,3.191450336875313
2024-01-03 03:00:00,ML Engineer,Healthcare,Python,Entry,75500,130855,Colombo,0,56,Full-time,MNC,High,Bachelors,0.3199754931623592,4.54821737356535,On-Track,0.7417218543046358
2024-01-03 05:00:00,Data Scientist,Manufacturing,AWS,Mid,84800,170372,Colombo,1,71,Full-time,MNC,High,Masters,0.1958135455287079,8.629824683176984,Over,0.8372641509433962
2024-01-03 06:00:00,ML Engineer,IT & Outsourcing,Java,Mid,85529,135095,Colombo,1,117,Full-time,MNC,Low,PhD,0.6599918676417269,4.389758666174762,Under,1.3679570671935837
2024-01-03 07:00:00,HR Analyst,Manufacturing,Project Management,Lead,97963,148724,Colombo,1,164,Contract,Startup,High,PhD,0.1048666487319674,6.165228780516363,Over,1.6741014464644817
2024-01-03 08:00:00,ML Engineer,Finance,SQL,Lead,68452,159241,Colombo,0,270,Intern,Startup,High,PhD,0.4770435214052065,1.244566326645293,Over,3.94436977736224
2024-01-03 11:00:00,QC Officer,IT & Outsourcing,Java,Mid,85436,125972,Colombo,1,32,Full-time,MNC,Low,PhD,0.8667602851619666,7.101198512616401,Under,0.3745493702888712
2024-01-03 12:00:00,QC Officer,Healthcare,Project Management,Senior,97406,132927,Colombo,0,120,Full-time,MNC,Low,Bachelors,0.8670036929719229,4.180325135875759,Over,1.231956963636737
2024-01-03 14:00:00,Full Stack Developer,Retail,Project Management,Lead,67186,162347,Colombo,1,185,Full-time,MNC,Medium,Masters,0.6156118595478371,3.12252446709884,Under,2.753549846694252
2024-01-03 15:00:00,Cloud Architect,IT & Outsourcing,Machine Learning,Senior,62356,198860,Colombo,0,264,Full-time,MNC,Low,Bachelors,0.5797633092085958,5.1514347983704445,Over,4.233754570530502
2024-01-03 16:00:00,Data Scientist,Retail,Project Management,Mid,82963,196210,Colombo,1,83,Intern,Startup,Low,Masters,0.3800311211087623,5.252775717798107,Under,1.000445981943758
2024-01-03 18:00:00,ML Engineer,Healthcare,Java,Entry,61707,155283,Colombo,0,112,Intern,Startup,Low,Masters,0.1514589577866285,9.591994910126504,On-Track,1.815029089082276
2024-01-03 21:00:00,Cloud Architect,Finance,AWS,Mid,71225,199874,Colombo,1,188,Contract,MNC,High,PhD,0.468421864909101,5.594635840497837,Under,2.639522639522639
2024-01-03 22:00:00,Cloud Architect,Healthcare,SQL,Entry,53606,122748,Colombo,1,27,Contract,SME,Low,Masters,0.4844965868933152,2.433664832239869,On-Track,0.5036749617580122
2024-01-04 00:00:00,ML Engineer,Manufacturing,Power BI,Senior,76489,113092,Colombo,1,133,Intern,Startup,Low,Bachelors,0.754301310310472,7.054959832561966,Over,1.7388121167749613
2024-01-04 07:00:00,ML Engineer,Retail,Machine Learning,Senior,52591,114926,Colombo,1,297,Full-time,Startup,Low,Bachelors,0.896438460230602,5.232073482988436,Over,5.647354110018824
2024-01-04 08:00:00,ML Engineer,Healthcare,Machine Learning,Mid,94895,113969,Colombo,1,289,Full-time,MNC,Medium,Masters,0.6843985168807346,5.771974661353901,Over,3.0454713103957007
2024-01-04 09:00:00,Cloud Architect,Retail,Java,Mid,98516,145733,Colombo,1,93,Full-time,SME,Medium,PhD,0.282011970459716,3.3762438612722256,Under,0.9440090949693452
2024-01-04 11:00:00,Cloud Architect,Manufacturing,Java,Lead,88889,151743,Colombo,0,193,Contract,SME,Medium,Masters,0.4318114872369594,7.33042617022124,On-Track,2.171247285940893
2024-01-04 13:00:00,QC Officer,Manufacturing,Java,Lead,65721,130323,Colombo,0,274,Intern,Startup,High,Bachelors,0.6774913919160004,7.825822531367876,Over,4.169139240121118
2024-01-04 15:00:00,Cloud Architect,Finance,Power BI,Mid,61087,144578,Colombo,1,180,Intern,MNC,High,Bachelors,0.5926210517581219,5.898262395480164,Under,2.9466171198454663
2024-01-04 17:00:00,HR Analyst,Retail,AWS,Entry,73408,174140,Colombo,1,155,Full-time,MNC,High,PhD,0.1918367735985312,5.833081771142998,On-Track,2.1114864864864864
2024-01-04 18:00:00,ML Engineer,Manufacturing,Java,Lead,89740,193829,Colombo,0,281,Full-time,Startup,High,Masters,0.1384018421041034,9.171664466689457,Under,3.131268107867172
2024-01-04 19:00:00,HR Analyst,Healthcare,Java,Senior,50136,116364,Colombo,1,233,Full-time,MNC,Medium,Masters,0.5536639764588248,1.5265110958717223,Over,4.64735918302218
2024-01-04 21:00:00,Data Scientist,Finance,Python,Lead,98114,110691,Colombo,1,227,Intern,MNC,Low,Bachelors,0.6875069130839604,6.055799072899511,Over,2.313635159100638
2024-01-04 22:00:00,QC Officer,Healthcare,Java,Mid,68978,176467,Colombo,1,217,Intern,MNC,Medium,PhD,0.6489999486860059,6.943179956884162,Over,3.145930586563832
2024-01-05 02:00:00,Data Scientist,Retail,SQL,Senior,76884,123861,Colombo,0,231,Contract,Startup,High,PhD,0.6898522190504777,3.599350531458594,Over,3.0045262993600748
2024-01-05 03:00:00,HR Analyst,IT & Outsourcing,SQL,Mid,82854,198302,Colombo,1,298,Intern,MNC,Medium,PhD,0.4603527963407465,4.487476407120681,Under,3.596688150240181
2024-01-05 05:00:00,Data Scientist,Retail,Machine Learning,Mid,88987,193231,Colombo,0,271,Full-time,MNC,High,Masters,0.7853224126450498,5.981153247324417,Under,3.0453886522750517
2024-01-05 07:00:00,Data Scientist,Healthcare,Project Management,Senior,66322,113121,Colombo,0,251,Intern,Startup,High,Masters,0.5144018691172676,2.6815104994097743,Under,3.7845662072916975
2024-01-05 08:00:00,Data Scientist,Manufacturing,AWS,Mid,97517,193793,Colombo,1,248,Contract,MNC,High,PhD,0.6947033319804926,4.161505352060275,On-Track,2.543146323205185
2024-01-05 09:00:00,QC Officer,Finance,SQL,Entry,56968,138164,Colombo,0,65,Contract,MNC,Low,Bachelors,0.7524665121882307,6.154797099563693,Under,1.1409914337873892
2024-01-05 10:00:00,Full Stack Developer,Manufacturing,Power BI,Senior,77518,135491,Colombo,1,151,Full-time,Startup,Medium,PhD,0.6488585243381756,8.811673929425368,On-Track,1.947934673237184
2024-01-05 11:00:00,Full Stack Developer,IT & Outsourcing,Power BI,Entry,96364,169222,Colombo,1,178,Intern,MNC,High,Masters,0.4520050548794821,9.364136722218923,On-Track,1.84716284089494
2024-01-05 12:00:00,Data Scientist,Finance,AWS,Senior,77886,133165,Colombo,1,282,Full-time,SME,High,Masters,0.4034390341377499,4.024326977448387,On-Track,3.620676373160773
2024-01-05 14:00:00,Full Stack Developer,IT & Outsourcing,Project Management,Entry,78246,136553,Colombo,1,48,Full-time,MNC,High,Bachelors,0.5143257285122289,4.7945772812996665,Under,0.6134498888122076
2024-01-05 17:00:00,HR Analyst,IT & Outsourcing,AWS,Entry,94589,149560,Colombo,1,165,Intern,SME,Low,Masters,0.8327125077893626,4.879551198617104,Under,1.7443888824281892
2024-01-05 18:00:00,ML Engineer,IT & Outsourcing,Machine Learning,Entry,82115,163865,Colombo,1,289,Full-time,SME,Low,Masters,0.3221725113924581,3.751506993729065,Over,3.519454423674116
2024-01-06 00:00:00,ML Engineer,Manufacturing,AWS,Entry,91605,186216,Colombo,0,50,Full-time,MNC,High,Masters,0.1787083940055754,9.696866427163895,Over,0.5458217346214727
2024-01-06 01:00:00,Data Scientist,Finance,Power BI,Mid,64955,120068,Colombo,1,209,Contract,MNC,High,Masters,0.3618505510637503,2.3779225431891997,Under,3.2176121930567314
2024-01-06 03:00:00,HR Analyst,Retail,Java,Entry,63917,156418,Colombo,1,142,Full-time,MNC,Low,PhD,0.2250988900266455,4.207541510784614,Over,2.2216311779338827
2024-01-06 05:00:00,QC Officer,Finance,Project Management,Senior,63045,110287,Colombo,0,45,Full-time,MNC,High,PhD,0.1157856765347242,1.8959323465799385,Under,0.7137758743754461
2024-01-06 06:00:00,Cloud Architect,Retail,Power BI,Lead,91680,132337,Colombo,1,81,Contract,Startup,Low,Bachelors,0.1940426093003504,3.757705006185519,On-Track,0.8835078534031414
2024-01-06 08:00:00,Full Stack Developer,Finance,Machine Learning,Mid,80954,111161,Colombo,0,56,Full-time,MNC,Low,Masters,0.7759312680146025,3.0853059235827254,On-Track,0.6917508708649356
2024-01-06 09:00:00,Data Scientist,Retail,Power BI,Mid,81135,148751,Colombo,1,91,Contract,SME,Medium,Bachelors,0.3633947830108616,5.8768294874783695,Over,1.1215874776606891
2024-01-06 10:00:00,Full Stack Developer,Finance,SQL,Lead,57081,192063,Colombo,0,113,Contract,Startup,High,PhD,0.1703624066949832,2.9778338265644466,On-Track,1.9796429635079973
2024-01-06 12:00:00,Cloud Architect,IT & Outsourcing,Python,Mid,73501,124758,Colombo,0,252,Intern,MNC,High,PhD,0.3881053502190995,9.139189062252829,Under,3.428524781975756
2024-01-06 14:00:00,Data Scientist,IT & Outsourcing,Machine Learning,Lead,84441,113178,Colombo,1,124,Intern,MNC,High,PhD,0.2262615850398388,2.949544321984777,On-Track,1.4684809511966936
2024-01-06 17:00:00,Cloud Architect,Finance,Project Management,Mid,93939,143654,Colombo,1,195,Full-time,MNC,High,Bachelors,0.8184940668828491,1.708380254283087,On-Track,2.0758151566442056
2024-01-06 18:00:00,Full Stack Developer,Manufacturing,AWS,Mid,79345,136627,Colombo,0,193,Intern,Startup,Medium,PhD,0.734457626658766,5.377151035985458,On-Track,2.4324154010964776
2024-01-06 19:00:00,Data Scientist,Retail,SQL,Lead,96313,162550,Colombo,0,155,Full-time,MNC,Medium,Masters,0.5372128360137841,2.887826635102015,On-Track,1.6093362266776032
2024-01-06 21:00:00,ML Engineer,Retail,AWS,Lead,76829,168251,Colombo,0,100,Intern,Startup,High,PhD,0.594941367255092,9.465808090244714,Over,1.3015918468286714
2024-01-06 23:00:00,HR Analyst,IT & Outsourcing,SQL,Lead,53630,121984,Colombo,1,101,Full-time,SME,Medium,PhD,0.2968792980610527,7.266075341717293,Under,1.883274286779788
2024-01-07 00:00:00,Full Stack Developer,Healthcare,Machine Learning,Senior,97861,199312,Colombo,1,117,Full-time,SME,Medium,PhD,0.6433579642818237,3.150359353700728,Over,1.195573313168678
2024-01-07 01:00:00,Data Scientist,Finance,Java,Mid,81870,171386,Colombo,1,129,Intern,Startup,High,Bachelors,0.7985951565930568,2.067160897368554,On-Track,1.5756687431293517
2024-01-07 02:00:00,QC Officer,Manufacturing,Power BI,Mid,99298,193291,Colombo,0,136,Contract,Startup,Medium,Bachelors,0.3982962645446884,8.837493591568151,Under,1.3696146951600234
2024-01-07 03:00:00,HR Analyst,Retail,AWS,Senior,97221,117135,Colombo,1,125,Contract,Startup,Low,PhD,0.7732307741530695,1.0529161240820584,On-Track,1.28573044918279
2024-01-07 06:00:00,HR Analyst,Finance,Python,Senior,87275,165913,Colombo,1,126,Intern,Startup,Medium,Masters,0.1226594860376221,6.133385803139412,Over,1.44371240332283
2024-01-07 10:00:00,QC Officer,Retail,Project Management,Lead,65534,120770,Colombo,1,58,Full-time,Startup,High,PhD,0.2210887611135548,6.428699410640669,Under,0.8850367748039186
2024-01-07 11:00:00,HR Analyst,Manufacturing,Java,Senior,69744,149321,Colombo,0,165,Full-time,SME,High,PhD,0.1826347740421145,2.3111427459643155,On-Track,2.3657949070887816
2024-01-07 12:00:00,Full Stack Developer,Finance,SQL,Senior,69389,195962,Colombo,1,293,Intern,MNC,Low,Masters,0.5582870012948317,7.538243891462484,Over,4.22257130092666
2024-01-07 14:00:00,Cloud Architect,Manufacturing,SQL,Mid,99170,156250,Colombo,0,280,Full-time,Startup,High,Masters,0.4432782267884717,4.897044371012321,Over,2.823434506403146
2024-01-07 15:00:00,QC Officer,Healthcare,Java,Mid,85010,183034,Colombo,1,20,Full-time,Startup,High,PhD,0.8742401973944062,6.81946513155364,Over,0.235266439242442
2024-01-07 16:00:00,ML Engineer,IT & Outsourcing,Project Management,Lead,64665,150130,Colombo,1,177,Intern,MNC,Low,PhD,0.6791381369544524,3.4473658371173856,On-Track,2.737183948039898
2024-01-07 17:00:00,ML Engineer,Healthcare,Python,Mid,87865,191931,Colombo,1,252,Intern,SME,Medium,Masters,0.4294301913662054,4.45696133208213,Over,2.8680361918852784
2024-01-07 19:00:00,Cloud Architect,Manufacturing,Java,Senior,84716,112537,Colombo,0,91,Full-time,SME,Low,PhD,0.1272765582826162,9.44119858081909,On-Track,1.074177251050569
2024-01-07 20:00:00,Data Scientist,Healthcare,Python,Entry,75521,194762,Colombo,1,86,Contract,SME,High,Bachelors,0.647842956516685,5.763205512635257,Over,1.1387561075727282
2024-01-08 02:00:00,QC Officer,Manufacturing,AWS,Entry,54188,124209,Colombo,1,135,Full-time,MNC,Low,PhD,0.8890688497264694,6.693996284365597,On-Track,2.491326492950469
2024-01-08 03:00:00,QC Officer,IT & Outsourcing,Power BI,Mid,62207,158443,Colombo,1,119,Contract,Startup,Medium,PhD,0.5394916411554149,2.0901522429797783,Under,1.912967993955664
2024-01-08 07:00:00,ML Engineer,Retail,Machine Learning,Lead,55552,166997,Colombo,1,183,Contract,Startup,High,Bachelors,0.6439884081025709,9.919768043218234,Over,3.294210829493088
2024-01-08 08:00:00,QC Officer,IT & Outsourcing,SQL,Mid,78916,172559,Colombo,0,20,Intern,MNC,High,PhD,0.6759913848261794,4.882883203337395,On-Track,0.253434031121699
2024-01-08 09:00:00,Data Scientist,Finance,Project Management,Mid,54927,174892,Colombo,1,246,Contract,Startup,Low,Masters,0.1679758699457994,8.828192382329947,Over,4.478671691517833
2024-01-08 10:00:00,Cloud Architect,Manufacturing,Power BI,Entry,77964,180409,Colombo,1,230,Full-time,SME,Medium,Bachelors,0.1852093096254411,9.06858852052478,Under,2.9500795238828177
2024-01-08 11:00:00,Data Scientist,Manufacturing,Machine Learning,Senior,61164,118635,Colombo,1,246,Contract,SME,Low,PhD,0.2018790211007082,8.524062997501149,Under,4.021973710025505
2024-01-08 13:00:00,Data Scientist,Healthcare,Project Management,Mid,69071,143783,Colombo,1,203,Full-time,SME,Medium,Bachelors,0.5206797090110507,9.529720584520163,On-Track,2.939004792170376
2024-01-08 14:00:00,Full Stack Developer,Manufacturing,SQL,Lead,98409,144152,Colombo,1,116,Contract,MNC,High,Bachelors,0.733260077114393,2.158683059198592,Over,1.17875397575425
2024-01-08 15:00:00,Cloud Architect,Healthcare,Java,Entry,56160,168741,Colombo,1,131,Full-time,MNC,High,Bachelors,0.1922330079068802,1.3096326494286503,Over,2.332621082621083
2024-01-08 17:00:00,QC Officer,Healthcare,SQL,Entry,55126,139092,Colombo,1,151,Contract,Startup,Medium,Bachelors,0.7569136731977681,2.7517062948207047,Over,2.7391793346152453
2024-01-08 18:00:00,HR Analyst,Retail,Machine Learning,Lead,80009,127653,Colombo,1,93,Contract,MNC,Medium,Bachelors,0.2798113158202849,2.657768766969125,Under,1.1623692334612357
2024-01-08 19:00:00,Data Scientist,Healthcare,Java,Entry,83584,150469,Colombo,1,207,Intern,SME,Low,PhD,0.7993457866351629,3.5903765203853557,On-Track,2.4765505359877484
2024-01-08 20:00:00,Full Stack Developer,Finance,Machine Learning,Lead,96182,196483,Colombo,1,89,Intern,Startup,Low,PhD,0.3107542075174474,3.2356504472216936,Under,0.9253290636501632
2024-01-08 23:00:00,Data Scientist,Finance,Machine Learning,Senior,86413,197592,Colombo,1,13,Full-time,Startup,High,Bachelors,0.8279640506180875,5.888064746775327,On-Track,0.1504403272655734
2024-01-09 00:00:00,Cloud Architect,Retail,SQL,Entry,62816,153169,Colombo,0,285,Full-time,SME,High,PhD,0.8324735884118957,9.877838915291768,Under,4.537060621497707
2024-01-09 02:00:00,Data Scientist,IT & Outsourcing,Java,Senior,82130,164745,Colombo,1,279,Intern,SME,High,Bachelors,0.664347348075641,6.776857979158928,On-Track,3.3970534518446365
2024-01-09 03:00:00,Full Stack Developer,IT & Outsourcing,Project Management,Senior,90142,115543,Colombo,1,242,Intern,SME,High,Masters,0.6405962041313467,9.724345099568865,On-Track,2.6846531028821192
2024-01-09 04:00:00,ML Engineer,IT & Outsourcing,Project Management,Entry,86468,166392,Colombo,1,24,Contract,SME,Medium,Bachelors,0.7452501057043226,2.238750982372278,Under,0.2775593283064255
2024-01-09 06:00:00,Full Stack Developer,Retail,Machine Learning,Mid,60655,161033,Colombo,0,225,Full-time,SME,Medium,Masters,0.5081108335283215,8.651731601757287,On-Track,3.7095045750556426
2024-01-09 07:00:00,Cloud Architect,Healthcare,Project Management,Lead,97897,155256,Colombo,1,21,Full-time,MNC,Medium,Masters,0.6341391608066295,9.390751144703918,Under,0.2145111699030614
2024-01-09 09:00:00,QC Officer,IT & Outsourcing,Power BI,Lead,59359,132191,Colombo,1,200,Intern,Startup,Low,Bachelors,0.4013909962647637,2.2907854228620104,Over,3.369328998130022
2024-01-09 10:00:00,Data Scientist,Healthcare,Power BI,Mid,86661,196803,Colombo,1,88,Intern,MNC,Low,Masters,0.6567106861428551,9.113244255528896,Under,1.0154510102583632
2024-01-09 12:00:00,Data Scientist,Finance,Machine Learning,Senior,92056,196593,Colombo,0,158,Intern,SME,Medium,PhD,0.8661632856051898,4.175900634989067,Over,1.716346571652038
2024-01-09 14:00:00,QC Officer,Manufacturing,AWS,Senior,92581,191531,Colombo,1,268,Intern,Startup,High,Masters,0.8664697500699383,5.025623858853653,Over,2.894762424255517
2024-01-09 15:00:00,QC Officer,Manufacturing,Machine Learning,Entry,64671,158803,Colombo,1,227,Full-time,SME,Low,Masters,0.27341109440832,8.111492343378547,Under,3.5100740672016824
2024-01-09 16:00:00,Cloud Architect,Healthcare,SQL,Mid,77048,173477,Colombo,0,125,Intern,Startup,Medium,Masters,0.139057633540296,8.219299402922362,Over,1.6223652787872496
2024-01-09 17:00:00,ML Engineer,Finance,Power BI,Lead,60738,123210,Colombo,0,177,Full-time,SME,Medium,Masters,0.333979226578846,7.476895659503027,On-Track,2.914155882643485
2024-01-09 18:00:00,Full Stack Developer,Manufacturing,Project Management,Lead,75963,193329,Colombo,1,8,Intern,SME,High,PhD,0.7290258458321802,1.1991580697942346,On-Track,0.1053144293932572
2024-01-09 20:00:00,HR Analyst,Retail,Java,Senior,56773,172008,Colombo,1,114,Full-time,Startup,Low,Masters,0.2670723331382336,7.7274366029326,Under,2.0079967590227747
2024-01-09 21:00:00,Data Scientist,Manufacturing,SQL,Entry,86584,115197,Colombo,0,41,Full-time,SME,High,Masters,0.2574321068734395,5.001627160553885,Over,0.4735285965074379
2024-01-09 22:00:00,Data Scientist,Healthcare,Java,Entry,79894,117452,Colombo,1,75,Full-time,Startup,Medium,PhD,0.6140639326436326,9.504424408288568,Over,0.9387438355821464
2024-01-10 00:00:00,Data Scientist,IT & Outsourcing,AWS,Senior,61676,124859,Colombo,0,35,Contract,Startup,Low,Masters,0.7338319626647218,6.7433955893814765,On-Track,0.5674816784486673
2024-01-10 01:00:00,ML Engineer,Retail,Power BI,Mid,54434,137236,Colombo,1,272,Full-time,MNC,Low,PhD,0.1193062229540428,1.5618266531426204,On-Track,4.996876951905059
2024-01-10 02:00:00,ML Engineer,IT & Outsourcing,Project Management,Entry,99810,141899,Colombo,0,15,Intern,Startup,Low,Masters,0.5883294886084569,6.871116228248244,Over,0.1502855425308085
2024-01-10 03:00:00,QC Officer,Finance,Project Management,Entry,87825,142083,Colombo,0,36,Intern,Startup,Low,Masters,0.6845376097919007,9.20421641126997,On-Track,0.4099060631938513
2024-01-10 04:00:00,Cloud Architect,IT & Outsourcing,AWS,Lead,79100,177708,Colombo,1,61,Contract,MNC,Low,PhD,0.8947088896229353,4.415008481928563,Under,0.7711757269279393
2024-01-10 06:00:00,Data Scientist,Manufacturing,Power BI,Entry,54234,129053,Colombo,1,192,Intern,SME,Medium,Masters,0.285476125239973,3.818450285759611,On-Track,3.540214625511672
2024-01-10 07:00:00,Data Scientist,Healthcare,Java,Lead,53764,121085,Colombo,1,23,Contract,SME,Medium,Masters,0.186548955904031,6.130929623925725,Over,0.4277955509262703
2024-01-10 08:00:00,Full Stack Developer,Retail,AWS,Senior,93949,140564,Colombo,0,120,Intern,Startup,Medium,Bachelors,0.6127334197152603,6.835819765337041,Under,1.2772887417641487
2024-01-10 10:00:00,ML Engineer,Retail,Machine Learning,Senior,84872,169095,Colombo,1,274,Contract,SME,Medium,Bachelors,0.8193162307560131,8.942943830179132,Under,3.228390988783109
2024-01-10 11:00:00,HR Analyst,IT & Outsourcing,Project Management,Senior,92215,179517,Colombo,1,37,Full-time,Startup,High,Masters,0.68128641694502,3.1116004030565385,Under,0.4012362413923982
2024-01-10 12:00:00,QC Officer,Finance,Java,Entry,73185,131153,Colombo,1,14,Contract,Startup,Medium,Bachelors,0.5077939600340965,3.361326267600772,On-Track,0.1912960306073649
2024-01-10 13:00:00,ML Engineer,IT & Outsourcing,SQL,Entry,93442,115247,Colombo,0,84,Intern,SME,Low,PhD,0.4228715766121181,7.336368939796631,On-Track,0.8989533614434623
2024-01-10 14:00:00,Cloud Architect,Manufacturing,Java,Senior,91153,120553,Colombo,1,196,Intern,MNC,Low,Masters,0.4234997596566562,2.594744312356343,Over,2.1502309304137
