Post_Date,Job_Title,Industry,Primary_Skill,Experience_Level,Min_Salary,Max_Salary,Region,Remote_Allowed,Applicant_Count,Job_Type,Company_Size,Urgency_Level,Education_Required,Attrition_Risk,Economic_Indicator_Score,Hiring_Budget_Status,Demand_Index
2024-01-01 16:00:00,Cloud Architect,Retail,SQL,Mid,93427,134816,Kandy,1,207,Full-time,SME,Medium,Masters,0.4411526362339456,8.762509368037822,Over,2.21563359628373
2024-01-01 17:00:00,Cloud Architect,IT & Outsourcing,Power BI,Senior,78273,165026,Colombo,1,35,Intern,SME,High,PhD,0.5213982819440369,8.288184964363882,On-Track,0.4471529135206265
2024-01-01 18:00:00,ML Engineer,IT & Outsourcing,SQL,Senior,88506,160705,Kandy,1,293,Intern,Startup,Medium,PhD,0.38910608925243406,2.1521593777749906,Under,3.3105100219194177
2024-01-01 19:00:00,QC Officer,Manufacturing,AWS,Senior,55668,171922,Colombo,1,84,Intern,SME,Low,PhD,0.6008476251542633,7.796685468234345,On-Track,1.5089458935115325
2024-01-01 20:00:00,HR Analyst,IT & Outsourcing,Python,Mid,75934,183914,Colombo,1,15,Intern,MNC,High,Masters,0.12445469387810393,2.9308619908295785,On-Track,0.19753996892037823
2024-01-01 21:00:00,Data Scientist,IT & Outsourcing,Project Management,Lead,97195,111881,Kandy,0,258,Intern,MNC,High,PhD,0.8759130735054107,9.796500488874166,Over,2.654457533823756
2024-01-01 22:00:00,QC Officer,Manufacturing,Java,Mid,57697,149567,Colombo,1,291,Contract,SME,High,Masters,0.8397671936364564,1.4688026916603194,On-Track,5.043589788030573
2024-01-01 23:00:00,ML Engineer,Manufacturing,Project Management,Entry,74417,157365,Colombo,1,180,Intern,Startup,Medium,Bachelors,0.848216130065547,4.169246352042192,Over,2.4188021554214765
2024-01-02 00:00:00,Cloud Architect,Retail,Java,Lead,66446,189211,Colombo,0,130,Full-time,SME,Medium,PhD,0.39200279646697467,4.8578305670084365,Over,1.956475935345995
2024-01-02 01:00:00,HR Analyst,IT & Outsourcing,Python,Senior,90597,180122,Colombo,1,51,Contract,MNC,Low,Masters,0.5255127661272798,8.41782620406029,Over,0.5629325474353456
2024-01-02 02:00:00,QC Officer,IT & Outsourcing,Python,Mid,60751,135006,Colombo,1,210,Full-time,MNC,Low,Bachelors,0.8633044824460602,7.896005362036415,Under,3.456733222498395
2024-01-02 03:00:00,Data Scientist,Retail,Python,Senior,96218,151198,Colombo,1,111,Intern,SME,High,Masters,0.8218768451420693,4.3749293045193065,On-Track,1.1536302978652642
2024-01-02 04:00:00,Data Scientist,Healthcare,SQL,Senior,57352,132831,Jaffna,1,279,Full-time,SME,Low,Masters,0.7321955807209178,6.090042641122367,On-Track,4.8646952155112295
2024-01-02 05:00:00,Full Stack Developer,Healthcare,Power BI,Entry,63516,126459,Colombo,1,127,Contract,SME,Medium,Bachelors,0.425865271878074,8.520356472469572,On-Track,1.9994961899363939
2024-01-02 06:00:00,Full Stack Developer,Healthcare,Java,Lead,73299,142443,Colombo,1,138,Contract,MNC,Low,PhD,0.5514713785457388,1.1637963293594744,Over,1.8826996275528998
2024-01-02 07:00:00,ML Engineer,Retail,Power BI,Entry,81957,152316,Colombo,0,111,Contract,MNC,Medium,PhD,0.7343299793733181,8.21960289572025,Under,1.3543687543467915
2024-01-02 08:00:00,QC Officer,IT & Outsourcing,SQL,Entry,78927,174486,Colombo,0,54,Full-time,MNC,Low,Masters,0.3184095964320254,9.52206422807838,Over,0.6841765175415256
2024-01-02 09:00:00,QC Officer,Retail,SQL,Entry,91094,115877,Jaffna,0,99,Contract,Startup,Medium,Bachelors,0.6011594945824891,1.2885806933575403,On-Track,1.0867894702175775
2024-01-02 10:00:00,Cloud Architect,Retail,Machine Learning,Senior,86412,149553,Colombo,0,272,Full-time,MNC,Medium,PhD,0.7623474598814854,1.4102288837036432,Over,3.1477109660695275
2024-01-02 11:00:00,Cloud Architect,Healthcare,Project Management,Entry,79493,114922,Jaffna,1,27,Intern,MNC,Low,Masters,0.6659638333863211,4.1006260500941805,Over,0.33965254802309636
2024-01-02 12:00:00,Cloud Architect,Finance,Project Management,Entry,76711,114686,Colombo,1,58,Intern,Startup,Low,Bachelors,0.4835845049528006,1.7899260739090708,On-Track,0.7560845250355229
2024-01-02 13:00:00,Full Stack Developer,IT & Outsourcing,AWS,Lead,58003,142766,Kandy,0,258,Full-time,Startup,Medium,Masters,0.5676866876441267,5.313484722644994,Over,4.448045790734962
2024-01-02 14:00:00,QC Officer,Healthcare,SQL,Lead,81707,189943,Colombo,1,239,Contract,Startup,High,Bachelors,0.8909404345166353,7.558396165808007,Over,2.925085977945586
2024-01-02 15:00:00,QC Officer,Finance,Java,Entry,53278,142006,Galle,0,63,Full-time,Startup,Low,PhD,0.5815902357177681,6.102093115286359,Under,1.1824768197004392
2024-01-02 16:00:00,Data Scientist,Finance,Machine Learning,Lead,57296,141422,Colombo,1,168,Full-time,Startup,Medium,PhD,0.728494203214915,2.767887181654663,Over,2.932141859815694
2024-01-02 17:00:00,Full Stack Developer,Manufacturing,Machine Learning,Lead,75398,122205,Colombo,0,263,Full-time,Startup,Low,Masters,0.6812838115021301,6.893301700273219,Under,3.488156184514178
2024-01-02 18:00:00,HR Analyst,IT & Outsourcing,Power BI,Entry,85842,196590,Colombo,1,220,Intern,SME,Low,PhD,0.6611924924234905,7.1636903126102425,On-Track,2.5628480231122297
2024-01-02 19:00:00,Full Stack Developer,Finance,Project Management,Senior,63261,133527,Colombo,0,187,Full-time,SME,Low,PhD,0.6730952440912349,9.392013601165132,Under,2.9560076508433317
2024-01-02 20:00:00,HR Analyst,Healthcare,SQL,Entry,61173,128443,Jaffna,1,61,Intern,SME,Low,Bachelors,0.4635278010251711,2.3211720763934416,Over,0.997171954947444
2024-01-02 21:00:00,Data Scientist,Manufacturing,AWS,Lead,80449,126524,Colombo,1,149,Full-time,SME,Low,PhD,0.47932813961450027,7.23102548418751,On-Track,1.8521050603487923
2024-01-02 22:00:00,ML Engineer,IT & Outsourcing,SQL,Senior,91080,138202,Colombo,1,94,Intern,MNC,High,Bachelors,0.4742901898886259,9.202844969678328,Over,1.0320597277119017
2024-01-02 23:00:00,QC Officer,Retail,Power BI,Mid,51637,175552,Kandy,0,49,Full-time,Startup,High,Bachelors,0.1266036857700865,5.514077379885708,Over,0.9489319673877259
2024-01-03 00:00:00,Data Scientist,Healthcare,Python,Senior,81781,156142,Colombo,0,261,Full-time,MNC,High,Masters,0.29285226426585875,4.256197118767508,Under,3.1914503368753135
2024-01-03 01:00:00,QC Officer,Finance,SQL,Lead,63652,171692,Jaffna,0,25,Contract,Startup,Medium,Bachelors,0.22365120531990623,2.536745447990424,Over,0.39276063595802174
2024-01-03 02:00:00,Cloud Architect,Finance,Power BI,Senior,55103,192384,Kandy,1,25,Contract,Startup,High,PhD,0.8091560091178058,8.801081978407819,Under,0.453695806035969
2024-01-03 03:00:00,ML Engineer,Healthcare,Python,Entry,75500,130855,Colombo,0,56,Full-time,MNC,High,Bachelors,0.3199754931623592,4.54821737356535,On-Track,0.7417218543046358
2024-01-03 04:00:00,ML Engineer,Finance,Python,Mid,99796,193747,Galle,1,175,Full-time,SME,Medium,Bachelors,0.21075410757243232,9.323941989409231,On-Track,1.753577297687282
2024-01-03 05:00:00,Data Scientist,Manufacturing,AWS,Mid,84800,170372,Colombo,1,71,Full-time,MNC,High,Masters,0.19581354552870797,8.629824683176984,Over,0.8372641509433962
2024-01-03 06:00:00,ML Engineer,IT & Outsourcing,Java,Mid,85529,135095,Colombo,1,117,Full-time,MNC,Low,PhD,0.6599918676417269,4.389758666174762,Under,1.3679570671935835
2024-01-03 07:00:00,HR Analyst,Manufacturing,Project Management,Lead,97963,148724,Colombo,1,164,Contract,Startup,High,PhD,0.10486664873196744,6.165228780516363,Over,1.6741014464644817
2024-01-03 08:00:00,ML Engineer,Finance,SQL,Lead,68452,159241,Colombo,0,270,Intern,Startup,High,PhD,0.47704352140520656,1.244566326645293,Over,3.9443697773622395
2024-01-03 09:00:00,QC Officer,Retail,Python,Mid,99393,162003,Kandy,0,236,Full-time,Startup,High,Bachelors,0.195096884478557,3.3689926258042124,Over,2.3744126849979375
2024-01-03 10:00:00,QC Officer,IT & Outsourcing,SQL,Senior,81174,178379,Jaffna,1,72,Contract,SME,Low,PhD,0.7797307021087242,7.392455637123247,Over,0.8869835168896445
2024-01-03 11:00:00,QC Officer,IT & Outsourcing,Java,Mid,85436,125972,Colombo,1,32,Full-time,MNC,Low,PhD,0.8667602851619666,7.101198512616401,Under,0.3745493702888712
2024-01-03 12:00:00,QC Officer,Healthcare,Project Management,Senior,97406,132927,Colombo,0,120,Full-time,MNC,Low,Bachelors,0.8670036929719229,4.180325135875759,Over,1.231956963636737
2024-01-03 13:00:00,HR Analyst,Healthcare,Java,Senior,65954,176630,Jaffna,0,55,Intern,SME,Low,Masters,0.45357128715741546,8.277472287185109,On-Track,0.8339145465021075
2024-01-03 14:00:00,Full Stack Developer,Retail,Project Management,Lead,67186,162347,Colombo,1,185,Full-time,MNC,Medium,Masters,0.6156118595478371,3.12252446709884,Under,2.7535498466942516
2024-01-03 15:00:00,Cloud Architect,IT & Outsourcing,Machine Learning,Senior,62356,198860,Colombo,0,264,Full-time,MNC,Low,Bachelors,0.5797633092085958,5.1514347983704445,Over,4.233754570530502
2024-01-03 16:00:00,Data Scientist,Retail,Project Management,Mid,82963,196210,Colombo,1,83,Intern,Startup,Low,Masters,0.38003112110876236,5.252775717798107,Under,1.0004459819437581
2024-01-03 17:00:00,QC Officer,Healthcare,AWS,Lead,52187,179518,Jaffna,1,277,Intern,SME,Low,Masters,0.45525159313642494,4.0673509198301545,Over,5.307835284649434
2024-01-03 18:00:00,ML Engineer,Healthcare,Java,Entry,61707,155283,Colombo,0,112,Intern,Startup,Low,Masters,0.15145895778662855,9.591994910126505,On-Track,1.815029089082276
2024-01-03 19:00:00,QC Officer,IT & Outsourcing,Python,Entry,85098,191326,Kandy,0,78,Intern,SME,Medium,PhD,0.7365592261371898,7.270156301635912,On-Track,0.9165902841429882
2024-01-03 20:00:00,ML Engineer,Manufacturing,Machine Learning,Lead,76935,122205,Galle,0,179,Contract,Startup,High,Masters,0.2926428097236953,5.8527940179457145,On-Track,2.3266393708975106
2024-01-03 21:00:00,Cloud Architect,Finance,AWS,Mid,71225,199874,Colombo,1,188,Contract,MNC,High,PhD,0.468421864909101,5.594635840497837,Under,2.639522639522639
2024-01-03 22:00:00,Cloud Architect,Healthcare,SQL,Entry,53606,122748,Colombo,1,27,Contract,SME,Low,Masters,0.4844965868933152,2.433664832239869,On-Track,0.5036749617580122
2024-01-03 23:00:00,Cloud Architect,Healthcare,Java,Entry,82828,131097,Galle,1,278,Full-time,SME,Low,PhD,0.5485693913210546,4.349682073612884,Over,3.3563529241319356
2024-01-04 00:00:00,ML Engineer,Manufacturing,Power BI,Senior,76489,113092,Colombo,1,133,Intern,Startup,Low,Bachelors,0.754301310310472,7.054959832561966,Over,1.7388121167749613
2024-01-04 01:00:00,QC Officer,Manufacturing,Power BI,Senior,64387,163311,Kandy,1,295,Intern,SME,High,Bachelors,0.6535048369469998,9.321131977180602,Over,4.581670212931182
2024-01-04 02:00:00,Cloud Architect,Retail,Python,Mid,53927,132692,Jaffna,0,190,Contract,MNC,High,Masters,0.6304504393033536,8.348176534526548,Under,3.5232814731025273
2024-01-04 03:00:00,HR Analyst,Retail,Project Management,Lead,56296,133862,Kandy,0,63,Full-time,MNC,Low,PhD,0.5213963966439519,3.7035082356397404,Under,1.1190848372886173
2024-01-04 04:00:00,ML Engineer,Finance,Python,Mid,80444,189507,Kandy,1,5,Full-time,MNC,High,Bachelors,0.17676460395727195,4.9056096312093995,On-Track,0.06215503953060514
2024-01-04 05:00:00,ML Engineer,Finance,Power BI,Lead,96390,190152,Galle,0,135,Full-time,Startup,Medium,Bachelors,0.4216067773206892,1.7462576864151511,Under,1.4005602240896358
2024-01-04 06:00:00,QC Officer,IT & Outsourcing,SQL,Entry,96893,180469,Galle,0,71,Contract,SME,Low,Bachelors,0.8658534810324418,1.919550907320227,Over,0.7327670729567668
2024-01-04 07:00:00,ML Engineer,Retail,Machine Learning,Senior,52591,114926,Colombo,1,297,Full-time,Startup,Low,Bachelors,0.896438460230602,5.232073482988436,Over,5.647354110018824
2024-01-04 08:00:00,ML Engineer,Healthcare,Machine Learning,Mid,94895,113969,Colombo,1,289,Full-time,MNC,Medium,Masters,0.6843985168807346,5.771974661353901,Over,3.0454713103957007
2024-01-04 09:00:00,Cloud Architect,Retail,Java,Mid,98516,145733,Colombo,1,93,Full-time,SME,Medium,PhD,0.28201197045971604,3.3762438612722256,Under,0.9440090949693452
2024-01-04 10:00:00,QC Officer,Healthcare,Machine Learning,Lead,76147,179855,Kandy,1,104,Intern,MNC,High,Bachelors,0.18151251680271674,6.785044202673472,Over,1.3657793478403615
2024-01-04 11:00:00,Cloud Architect,Manufacturing,Java,Lead,88889,151743,Colombo,0,193,Contract,SME,Medium,Masters,0.4318114872369594,7.33042617022124,On-Track,2.171247285940893
2024-01-04 12:00:00,Cloud Architect,Retail,Java,Mid,51200,149876,Kandy,1,245,Intern,SME,Low,Bachelors,0.7852575218874686,3.692045184507619,Under,4.78515625
2024-01-04 13:00:00,QC Officer,Manufacturing,Java,Lead,65721,130323,Colombo,0,274,Intern,Startup,High,Bachelors,0.6774913919160004,7.825822531367876,Over,4.169139240121118
2024-01-04 14:00:00,Data Scientist,Finance,Power BI,Mid,69238,126428,Kandy,1,223,Contract,SME,Medium,Bachelors,0.807113790032884,2.8504442713522002,Over,3.220774719084895
2024-01-04 15:00:00,Cloud Architect,Finance,Power BI,Mid,61087,144578,Colombo,1,180,Intern,MNC,High,Bachelors,0.5926210517581219,5.898262395480164,Under,2.9466171198454663
2024-01-04 16:00:00,HR Analyst,IT & Outsourcing,Project Management,Mid,80816,196486,Kandy,0,237,Full-time,SME,High,Masters,0.20426269167175387,8.23852984205956,Under,2.9325876064145713
2024-01-04 17:00:00,HR Analyst,Retail,AWS,Entry,73408,174140,Colombo,1,155,Full-time,MNC,High,PhD,0.19183677359853127,5.833081771142998,On-Track,2.1114864864864864
2024-01-04 18:00:00,ML Engineer,Manufacturing,Java,Lead,89740,193829,Colombo,0,281,Full-time,Startup,High,Masters,0.13840184210410345,9.171664466689455,Under,3.1312681078671716
2024-01-04 19:00:00,HR Analyst,Healthcare,Java,Senior,50136,116364,Colombo,1,233,Full-time,MNC,Medium,Masters,0.5536639764588248,1.5265110958717223,Over,4.64735918302218
2024-01-04 20:00:00,ML Engineer,Finance,AWS,Senior,67413,145349,Kandy,1,175,Contract,SME,Low,Masters,0.29430898929983124,6.294824609423246,On-Track,2.5959384688413216
2024-01-04 21:00:00,Data Scientist,Finance,Python,Lead,98114,110691,Colombo,1,227,Intern,MNC,Low,Bachelors,0.6875069130839604,6.055799072899511,Over,2.313635159100638
2024-01-04 22:00:00,QC Officer,Healthcare,Java,Mid,68978,176467,Colombo,1,217,Intern,MNC,Medium,PhD,0.6489999486860059,6.943179956884162,Over,3.145930586563832
2024-01-04 23:00:00,QC Officer,Manufacturing,Project Management,Senior,50661,155896,Jaffna,0,286,Full-time,SME,Low,Bachelors,0.35448859392665355,8.500661548122768,Over,5.645368231973313
2024-01-05 00:00:00,QC Officer,Manufacturing,Machine Learning,Senior,85240,167062,Kandy,1,45,Full-time,MNC,High,Masters,0.2414413331712515,7.532677759045555,Under,0.5279211637728766
2024-01-05 01:00:00,HR Analyst,Retail,Machine Learning,Lead,77253,189762,Jaffna,1,126,Intern,SME,High,Bachelors,0.18192027983680098,8.112544618355576,Under,1.6310046211797602
2024-01-05 02:00:00,Data Scientist,Retail,SQL,Senior,76884,123861,Colombo,0,231,Contract,Startup,High,PhD,0.6898522190504777,3.599350531458594,Over,3.0045262993600748
2024-01-05 03:00:00,HR Analyst,IT & Outsourcing,SQL,Mid,82854,198302,Colombo,1,298,Intern,MNC,Medium,PhD,0.46035279634074655,4.487476407120681,Under,3.5966881502401815
2024-01-05 04:00:00,HR Analyst,Finance,Machine Learning,Lead,60704,173928,Galle,1,92,Full-time,Startup,High,Bachelors,0.3588239313425111,6.640992766416073,Over,1.5155508697944122
2024-01-05 05:00:00,Data Scientist,Retail,Machine Learning,Mid,88987,193231,Colombo,0,271,Full-time,MNC,High,Masters,0.7853224126450498,5.981153247324417,Under,3.0453886522750513
2024-01-05 06:00:00,Data Scientist,Manufacturing,Power BI,Senior,74527,151347,Kandy,1,33,Contract,MNC,Medium,Bachelors,0.5748905732555073,9.649934874734829,Under,0.4427925449836972
2024-01-05 07:00:00,Data Scientist,Healthcare,Project Management,Senior,66322,113121,Colombo,0,251,Intern,Startup,High,Masters,0.5144018691172676,2.6815104994097743,Under,3.7845662072916983
2024-01-05 08:00:00,Data Scientist,Manufacturing,AWS,Mid,97517,193793,Colombo,1,248,Contract,MNC,High,PhD,0.6947033319804926,4.161505352060275,On-Track,2.543146323205185
2024-01-05 09:00:00,QC Officer,Finance,SQL,Entry,56968,138164,Colombo,0,65,Contract,MNC,Low,Bachelors,0.7524665121882307,6.154797099563693,Under,1.1409914337873892
2024-01-05 10:00:00,Full Stack Developer,Manufacturing,Power BI,Senior,77518,135491,Colombo,1,151,Full-time,Startup,Medium,PhD,0.6488585243381756,8.811673929425368,On-Track,1.9479346732371836
2024-01-05 11:00:00,Full Stack Developer,IT & Outsourcing,Power BI,Entry,96364,169222,Colombo,1,178,Intern,MNC,High,Masters,0.45200505487948217,9.364136722218925,On-Track,1.84716284089494
2024-01-05 12:00:00,Data Scientist,Finance,AWS,Senior,77886,133165,Colombo,1,282,Full-time,SME,High,Masters,0.40343903413774995,4.024326977448387,On-Track,3.6206763731607734
2024-01-05 13:00:00,Full Stack Developer,Healthcare,Power BI,Entry,51700,113748,Jaffna,1,146,Intern,MNC,High,Bachelors,0.7173319506181618,1.6039761537371646,Over,2.8239845261121856
2024-01-05 14:00:00,Full Stack Developer,IT & Outsourcing,Project Management,Entry,78246,136553,Colombo,1,48,Full-time,MNC,High,Bachelors,0.5143257285122289,4.7945772812996665,Under,0.6134498888122076
2024-01-05 15:00:00,Data Scientist,Finance,Machine Learning,Entry,85468,170380,Kandy,1,148,Full-time,MNC,Low,Bachelors,0.6635088628139011,4.549097289101564,Over,1.7316422520709505
2024-01-05 16:00:00,Full Stack Developer,Healthcare,Java,Mid,73199,154331,Galle,0,59,Intern,Startup,Low,PhD,0.8123190312644416,9.878383611367205,On-Track,0.8060219401904398
2024-01-05 17:00:00,HR Analyst,IT & Outsourcing,AWS,Entry,94589,149560,Colombo,1,165,Intern,SME,Low,Masters,0.8327125077893626,4.879551198617104,Under,1.7443888824281892
2024-01-05 18:00:00,ML Engineer,IT & Outsourcing,Machine Learning,Entry,82115,163865,Colombo,1,289,Full-time,SME,Low,Masters,0.3221725113924581,3.751506993729065,Over,3.519454423674116
2024-01-05 19:00:00,ML Engineer,Finance,Machine Learning,Entry,55520,156686,Kandy,1,202,Intern,MNC,Medium,PhD,0.2503119602180113,4.288396370814406,On-Track,3.638328530259366
2024-01-05 20:00:00,Data Scientist,Retail,Python,Senior,94278,185910,Kandy,1,163,Full-time,Startup,High,Bachelors,0.3090298882694703,4.5723365256143245,Over,1.728929336642695
2024-01-05 21:00:00,QC Officer,IT & Outsourcing,AWS,Entry,86455,114675,Kandy,1,84,Intern,Startup,Low,Bachelors,0.7010974164284022,8.393863439769543,Over,0.9716037244809438
2024-01-05 22:00:00,Data Scientist,IT & Outsourcing,Power BI,Senior,99748,176706,Kandy,1,35,Full-time,SME,High,PhD,0.3960464288369282,1.7291340354813776,Under,0.35088422825520316
2024-01-05 23:00:00,QC Officer,Healthcare,Java,Entry,70929,187986,Jaffna,1,116,Full-time,Startup,Medium,Masters,0.23871142467306383,3.84856343987524,Under,1.6354382551565652
2024-01-06 00:00:00,ML Engineer,Manufacturing,AWS,Entry,91605,186216,Colombo,0,50,Full-time,MNC,High,Masters,0.17870839400557542,9.696866427163897,Over,0.5458217346214727
2024-01-06 01:00:00,Data Scientist,Finance,Power BI,Mid,64955,120068,Colombo,1,209,Contract,MNC,High,Masters,0.3618505510637503,2.3779225431891993,Under,3.2176121930567314
2024-01-06 02:00:00,Cloud Architect,Finance,Machine Learning,Senior,94049,164460,Kandy,1,56,Intern,Startup,Low,Masters,0.20890915228040907,7.683411893793309,Under,0.5954342948888345
2024-01-06 03:00:00,HR Analyst,Retail,Java,Entry,63917,156418,Colombo,1,142,Full-time,MNC,Low,PhD,0.22509889002664557,4.207541510784614,Over,2.2216311779338827
2024-01-06 04:00:00,Full Stack Developer,Retail,Power BI,Senior,54757,136206,Galle,1,78,Contract,SME,Medium,Masters,0.6471071787570162,6.236069735750728,Under,1.4244754095366803
2024-01-06 05:00:00,QC Officer,Finance,Project Management,Senior,63045,110287,Colombo,0,45,Full-time,MNC,High,PhD,0.11578567653472423,1.8959323465799385,Under,0.7137758743754461
2024-01-06 06:00:00,Cloud Architect,Retail,Power BI,Lead,91680,132337,Colombo,1,81,Contract,Startup,Low,Bachelors,0.19404260930035042,3.757705006185519,On-Track,0.8835078534031414
2024-01-06 07:00:00,Full Stack Developer,Healthcare,Python,Mid,54733,130666,Galle,1,191,Full-time,SME,Low,PhD,0.7754923929704772,5.507784474947994,Under,3.489668024774816
2024-01-06 08:00:00,Full Stack Developer,Finance,Machine Learning,Mid,80954,111161,Colombo,0,56,Full-time,MNC,Low,Masters,0.7759312680146025,3.0853059235827254,On-Track,0.6917508708649356
2024-01-06 09:00:00,Data Scientist,Retail,Power BI,Mid,81135,148751,Colombo,1,91,Contract,SME,Medium,Bachelors,0.3633947830108616,5.8768294874783695,Over,1.1215874776606891
2024-01-06 10:00:00,Full Stack Developer,Finance,SQL,Lead,57081,192063,Colombo,0,113,Contract,Startup,High,PhD,0.1703624066949832,2.9778338265644466,On-Track,1.9796429635079975
2024-01-06 11:00:00,HR Analyst,Manufacturing,SQL,Lead,91458,199389,Galle,1,229,Intern,MNC,Low,PhD,0.6639762670457647,6.850904973854985,Over,2.5038815631218703
2024-01-06 12:00:00,Cloud Architect,IT & Outsourcing,Python,Mid,73501,124758,Colombo,0,252,Intern,MNC,High,PhD,0.38810535021909953,9.139189062252829,Under,3.4285247819757556
2024-01-06 13:00:00,Full Stack Developer,Finance,Project Management,Lead,71113,175780,Galle,1,73,Contract,SME,Medium,Bachelors,0.13637170176394067,1.7693977361641426,Under,1.0265352326578827
2024-01-06 14:00:00,Data Scientist,IT & Outsourcing,Machine Learning,Lead,84441,113178,Colombo,1,124,Intern,MNC,High,PhD,0.22626158503983884,2.949544321984777,On-Track,1.4684809511966936
2024-01-06 15:00:00,HR Analyst,Retail,AWS,Lead,97086,141831,Kandy,1,71,Contract,MNC,Low,Masters,0.20977184957121944,8.59980724534297,Over,0.7313103846074615
2024-01-06 16:00:00,ML Engineer,IT & Outsourcing,Python,Mid,74690,112176,Galle,1,65,Intern,MNC,High,Bachelors,0.5712930750621298,6.6839813689776175,Under,0.870263756861695
2024-01-06 17:00:00,Cloud Architect,Finance,Project Management,Mid,93939,143654,Colombo,1,195,Full-time,MNC,High,Bachelors,0.8184940668828491,1.708380254283087,On-Track,2.0758151566442056
2024-01-06 18:00:00,Full Stack Developer,Manufacturing,AWS,Mid,79345,136627,Colombo,0,193,Intern,Startup,Medium,PhD,0.734457626658766,5.377151035985458,On-Track,2.4324154010964776
2024-01-06 19:00:00,Data Scientist,Retail,SQL,Lead,96313,162550,Colombo,0,155,Full-time,MNC,Medium,Masters,0.5372128360137841,2.887826635102015,On-Track,1.6093362266776032
2024-01-06 20:00:00,ML Engineer,Finance,SQL,Mid,94571,154910,Kandy,1,290,Full-time,SME,High,Bachelors,0.4377241319419841,2.7918675466306277,Under,3.066479153228791
2024-01-06 21:00:00,ML Engineer,Retail,AWS,Lead,76829,168251,Colombo,0,100,Intern,Startup,High,PhD,0.594941367255092,9.465808090244714,Over,1.3015918468286714
2024-01-06 22:00:00,QC Officer,Healthcare,Python,Entry,85062,145422,Kandy,1,267,Contract,SME,High,Masters,0.45505019278406467,7.853873932684981,Under,3.1388869295337516
2024-01-06 23:00:00,HR Analyst,IT & Outsourcing,SQL,Lead,53630,121984,Colombo,1,101,Full-time,SME,Medium,PhD,0.29687929806105273,7.266075341717293,Under,1.8832742867797876
